group_id,group_label,cancer_site_code,mapping_relation,basis,source_url,note
tobacco_associated,Tobacco-associated cancer,21048,exact,"CDC, ""Tobacco and Cancer"" (cdc.gov/cancer/risk-factors/tobacco.html, updated 2025-06-11, checked 2026-09-19): ""Tobacco use can cause cancer almost anywhere in your body, including in the: Bladder, Blood (acute myeloid leukemia), Cervix, Colon and rectum, Esophagus, Kidney and renal pelvis, Liver, Lungs, bronchi, and trachea, Mouth and throat, Pancreas, Stomach, Voice box (larynx).""",https://www.cdc.gov/cancer/risk-factors/tobacco.html,SCP combined category; SEER site recode 21041-21049+21051-21052 (excludes anus 21060) -- same constituent split as #90's cancer_site_ontology.csv.
tobacco_associated,Tobacco-associated cancer,21049,exact,"CDC, ""Tobacco and Cancer"" (cdc.gov/cancer/risk-factors/tobacco.html, updated 2025-06-11, checked 2026-09-19): ""Tobacco use can cause cancer almost anywhere in your body, including in the: Bladder, Blood (acute myeloid leukemia), Cervix, Colon and rectum, Esophagus, Kidney and renal pelvis, Liver, Lungs, bronchi, and trachea, Mouth and throat, Pancreas, Stomach, Voice box (larynx).""",https://www.cdc.gov/cancer/risk-factors/tobacco.html,SCP combined category; SEER site recode 21041-21049+21051-21052 (excludes anus 21060) -- same constituent split as #90's cancer_site_ontology.csv.
tobacco_associated,Tobacco-associated cancer,21051,exact,"CDC, ""Tobacco and Cancer"" (cdc.gov/cancer/risk-factors/tobacco.html, updated 2025-06-11, checked 2026-09-19): ""Tobacco use can cause cancer almost anywhere in your body, including in the: Bladder, Blood (acute myeloid leukemia), Cervix, Colon and rectum, Esophagus, Kidney and renal pelvis, Liver, Lungs, bronchi, and trachea, Mouth and throat, Pancreas, Stomach, Voice box (larynx).""",https://www.cdc.gov/cancer/risk-factors/tobacco.html,SCP combined category; SEER site recode 21041-21049+21051-21052 (excludes anus 21060) -- same constituent split as #90's cancer_site_ontology.csv.
tobacco_associated,Tobacco-associated cancer,21052,exact,"CDC, ""Tobacco and Cancer"" (cdc.gov/cancer/risk-factors/tobacco.html, updated 2025-06-11, checked 2026-09-19): ""Tobacco use can cause cancer almost anywhere in your body, including in the: Bladder, Blood (acute myeloid leukemia), Cervix, Colon and rectum, Esophagus, Kidney and renal pelvis, Liver, Lungs, bronchi, and trachea, Mouth and throat, Pancreas, Stomach, Voice box (larynx).""",https://www.cdc.gov/cancer/risk-factors/tobacco.html,SCP combined category; SEER site recode 21041-21049+21051-21052 (excludes anus 21060) -- same constituent split as #90's cancer_site_ontology.csv.
tobacco_associated,Tobacco-associated cancer,21010,exact,"CDC, ""Tobacco and Cancer"" (cdc.gov/cancer/risk-factors/tobacco.html, updated 2025-06-11, checked 2026-09-19): ""Tobacco use can cause cancer almost anywhere in your body, including in the: Bladder, Blood (acute myeloid leukemia), Cervix, Colon and rectum, Esophagus, Kidney and renal pelvis, Liver, Lungs, bronchi, and trachea, Mouth and throat, Pancreas, Stomach, Voice box (larynx).""",https://www.cdc.gov/cancer/risk-factors/tobacco.html,
tobacco_associated,Tobacco-associated cancer,29020,exact,"CDC, ""Tobacco and Cancer"" (cdc.gov/cancer/risk-factors/tobacco.html, updated 2025-06-11, checked 2026-09-19): ""Tobacco use can cause cancer almost anywhere in your body, including in the: Bladder, Blood (acute myeloid leukemia), Cervix, Colon and rectum, Esophagus, Kidney and renal pelvis, Liver, Lungs, bronchi, and trachea, Mouth and throat, Pancreas, Stomach, Voice box (larynx).""",https://www.cdc.gov/cancer/risk-factors/tobacco.html,
tobacco_associated,Tobacco-associated cancer,21071,exact,"CDC, ""Tobacco and Cancer"" (cdc.gov/cancer/risk-factors/tobacco.html, updated 2025-06-11, checked 2026-09-19): ""Tobacco use can cause cancer almost anywhere in your body, including in the: Bladder, Blood (acute myeloid leukemia), Cervix, Colon and rectum, Esophagus, Kidney and renal pelvis, Liver, Lungs, bronchi, and trachea, Mouth and throat, Pancreas, Stomach, Voice box (larynx).""",https://www.cdc.gov/cancer/risk-factors/tobacco.html,"CDC names 'Liver'; SEER's Liver leaf (21071) is distinct from Intrahepatic Bile Duct (21072), which CDC does not name."
tobacco_associated,Tobacco-associated cancer,22030,exact,"CDC, ""Tobacco and Cancer"" (cdc.gov/cancer/risk-factors/tobacco.html, updated 2025-06-11, checked 2026-09-19): ""Tobacco use can cause cancer almost anywhere in your body, including in the: Bladder, Blood (acute myeloid leukemia), Cervix, Colon and rectum, Esophagus, Kidney and renal pelvis, Liver, Lungs, bronchi, and trachea, Mouth and throat, Pancreas, Stomach, Voice box (larynx).""",https://www.cdc.gov/cancer/risk-factors/tobacco.html,"CDC names 'Lungs, bronchi, and trachea'; SEER's Lung and Bronchus code (22030) covers lung/bronchus only -- trachea has no clean matching SEER leaf (it shares code 22060 with Mediastinum and Other Respiratory Organs, which CDC does not name), so trachea is excluded rather than guessed."
tobacco_associated,Tobacco-associated cancer,21100,exact,"CDC, ""Tobacco and Cancer"" (cdc.gov/cancer/risk-factors/tobacco.html, updated 2025-06-11, checked 2026-09-19): ""Tobacco use can cause cancer almost anywhere in your body, including in the: Bladder, Blood (acute myeloid leukemia), Cervix, Colon and rectum, Esophagus, Kidney and renal pelvis, Liver, Lungs, bronchi, and trachea, Mouth and throat, Pancreas, Stomach, Voice box (larynx).""",https://www.cdc.gov/cancer/risk-factors/tobacco.html,
tobacco_associated,Tobacco-associated cancer,21020,exact,"CDC, ""Tobacco and Cancer"" (cdc.gov/cancer/risk-factors/tobacco.html, updated 2025-06-11, checked 2026-09-19): ""Tobacco use can cause cancer almost anywhere in your body, including in the: Bladder, Blood (acute myeloid leukemia), Cervix, Colon and rectum, Esophagus, Kidney and renal pelvis, Liver, Lungs, bronchi, and trachea, Mouth and throat, Pancreas, Stomach, Voice box (larynx).""",https://www.cdc.gov/cancer/risk-factors/tobacco.html,
tobacco_associated,Tobacco-associated cancer,22020,exact,"CDC, ""Tobacco and Cancer"" (cdc.gov/cancer/risk-factors/tobacco.html, updated 2025-06-11, checked 2026-09-19): ""Tobacco use can cause cancer almost anywhere in your body, including in the: Bladder, Blood (acute myeloid leukemia), Cervix, Colon and rectum, Esophagus, Kidney and renal pelvis, Liver, Lungs, bronchi, and trachea, Mouth and throat, Pancreas, Stomach, Voice box (larynx).""",https://www.cdc.gov/cancer/risk-factors/tobacco.html,
tobacco_associated,Tobacco-associated cancer,20010,broader,"CDC, ""Tobacco and Cancer"" (cdc.gov/cancer/risk-factors/tobacco.html, updated 2025-06-11, checked 2026-09-19): ""Tobacco use can cause cancer almost anywhere in your body, including in the: Bladder, Blood (acute myeloid leukemia), Cervix, Colon and rectum, Esophagus, Kidney and renal pelvis, Liver, Lungs, bronchi, and trachea, Mouth and throat, Pancreas, Stomach, Voice box (larynx).""",https://www.cdc.gov/cancer/risk-factors/tobacco.html,"CDC names the plain-language site 'Mouth and throat' (tobacco) / 'Mouth, Throat (pharynx)' (alcohol) without itemizing subsites; SEER site recode splits Oral Cavity and Pharynx into 10 leaf codes with no single combined code. All 10 are listed as constituents, each 'broader' than what the citation names on its own."
tobacco_associated,Tobacco-associated cancer,20020,broader,"CDC, ""Tobacco and Cancer"" (cdc.gov/cancer/risk-factors/tobacco.html, updated 2025-06-11, checked 2026-09-19): ""Tobacco use can cause cancer almost anywhere in your body, including in the: Bladder, Blood (acute myeloid leukemia), Cervix, Colon and rectum, Esophagus, Kidney and renal pelvis, Liver, Lungs, bronchi, and trachea, Mouth and throat, Pancreas, Stomach, Voice box (larynx).""",https://www.cdc.gov/cancer/risk-factors/tobacco.html,"CDC names the plain-language site 'Mouth and throat' (tobacco) / 'Mouth, Throat (pharynx)' (alcohol) without itemizing subsites; SEER site recode splits Oral Cavity and Pharynx into 10 leaf codes with no single combined code. All 10 are listed as constituents, each 'broader' than what the citation names on its own."
tobacco_associated,Tobacco-associated cancer,20030,broader,"CDC, ""Tobacco and Cancer"" (cdc.gov/cancer/risk-factors/tobacco.html, updated 2025-06-11, checked 2026-09-19): ""Tobacco use can cause cancer almost anywhere in your body, including in the: Bladder, Blood (acute myeloid leukemia), Cervix, Colon and rectum, Esophagus, Kidney and renal pelvis, Liver, Lungs, bronchi, and trachea, Mouth and throat, Pancreas, Stomach, Voice box (larynx).""",https://www.cdc.gov/cancer/risk-factors/tobacco.html,"CDC names the plain-language site 'Mouth and throat' (tobacco) / 'Mouth, Throat (pharynx)' (alcohol) without itemizing subsites; SEER site recode splits Oral Cavity and Pharynx into 10 leaf codes with no single combined code. All 10 are listed as constituents, each 'broader' than what the citation names on its own."
tobacco_associated,Tobacco-associated cancer,20040,broader,"CDC, ""Tobacco and Cancer"" (cdc.gov/cancer/risk-factors/tobacco.html, updated 2025-06-11, checked 2026-09-19): ""Tobacco use can cause cancer almost anywhere in your body, including in the: Bladder, Blood (acute myeloid leukemia), Cervix, Colon and rectum, Esophagus, Kidney and renal pelvis, Liver, Lungs, bronchi, and trachea, Mouth and throat, Pancreas, Stomach, Voice box (larynx).""",https://www.cdc.gov/cancer/risk-factors/tobacco.html,"CDC names the plain-language site 'Mouth and throat' (tobacco) / 'Mouth, Throat (pharynx)' (alcohol) without itemizing subsites; SEER site recode splits Oral Cavity and Pharynx into 10 leaf codes with no single combined code. All 10 are listed as constituents, each 'broader' than what the citation names on its own."
tobacco_associated,Tobacco-associated cancer,20050,broader,"CDC, ""Tobacco and Cancer"" (cdc.gov/cancer/risk-factors/tobacco.html, updated 2025-06-11, checked 2026-09-19): ""Tobacco use can cause cancer almost anywhere in your body, including in the: Bladder, Blood (acute myeloid leukemia), Cervix, Colon and rectum, Esophagus, Kidney and renal pelvis, Liver, Lungs, bronchi, and trachea, Mouth and throat, Pancreas, Stomach, Voice box (larynx).""",https://www.cdc.gov/cancer/risk-factors/tobacco.html,"CDC names the plain-language site 'Mouth and throat' (tobacco) / 'Mouth, Throat (pharynx)' (alcohol) without itemizing subsites; SEER site recode splits Oral Cavity and Pharynx into 10 leaf codes with no single combined code. All 10 are listed as constituents, each 'broader' than what the citation names on its own."
tobacco_associated,Tobacco-associated cancer,20060,broader,"CDC, ""Tobacco and Cancer"" (cdc.gov/cancer/risk-factors/tobacco.html, updated 2025-06-11, checked 2026-09-19): ""Tobacco use can cause cancer almost anywhere in your body, including in the: Bladder, Blood (acute myeloid leukemia), Cervix, Colon and rectum, Esophagus, Kidney and renal pelvis, Liver, Lungs, bronchi, and trachea, Mouth and throat, Pancreas, Stomach, Voice box (larynx).""",https://www.cdc.gov/cancer/risk-factors/tobacco.html,"CDC names the plain-language site 'Mouth and throat' (tobacco) / 'Mouth, Throat (pharynx)' (alcohol) without itemizing subsites; SEER site recode splits Oral Cavity and Pharynx into 10 leaf codes with no single combined code. All 10 are listed as constituents, each 'broader' than what the citation names on its own."
tobacco_associated,Tobacco-associated cancer,20070,broader,"CDC, ""Tobacco and Cancer"" (cdc.gov/cancer/risk-factors/tobacco.html, updated 2025-06-11, checked 2026-09-19): ""Tobacco use can cause cancer almost anywhere in your body, including in the: Bladder, Blood (acute myeloid leukemia), Cervix, Colon and rectum, Esophagus, Kidney and renal pelvis, Liver, Lungs, bronchi, and trachea, Mouth and throat, Pancreas, Stomach, Voice box (larynx).""",https://www.cdc.gov/cancer/risk-factors/tobacco.html,"CDC names the plain-language site 'Mouth and throat' (tobacco) / 'Mouth, Throat (pharynx)' (alcohol) without itemizing subsites; SEER site recode splits Oral Cavity and Pharynx into 10 leaf codes with no single combined code. All 10 are listed as constituents, each 'broader' than what the citation names on its own."
tobacco_associated,Tobacco-associated cancer,20080,broader,"CDC, ""Tobacco and Cancer"" (cdc.gov/cancer/risk-factors/tobacco.html, updated 2025-06-11, checked 2026-09-19): ""Tobacco use can cause cancer almost anywhere in your body, including in the: Bladder, Blood (acute myeloid leukemia), Cervix, Colon and rectum, Esophagus, Kidney and renal pelvis, Liver, Lungs, bronchi, and trachea, Mouth and throat, Pancreas, Stomach, Voice box (larynx).""",https://www.cdc.gov/cancer/risk-factors/tobacco.html,"CDC names the plain-language site 'Mouth and throat' (tobacco) / 'Mouth, Throat (pharynx)' (alcohol) without itemizing subsites; SEER site recode splits Oral Cavity and Pharynx into 10 leaf codes with no single combined code. All 10 are listed as constituents, each 'broader' than what the citation names on its own."
tobacco_associated,Tobacco-associated cancer,20090,broader,"CDC, ""Tobacco and Cancer"" (cdc.gov/cancer/risk-factors/tobacco.html, updated 2025-06-11, checked 2026-09-19): ""Tobacco use can cause cancer almost anywhere in your body, including in the: Bladder, Blood (acute myeloid leukemia), Cervix, Colon and rectum, Esophagus, Kidney and renal pelvis, Liver, Lungs, bronchi, and trachea, Mouth and throat, Pancreas, Stomach, Voice box (larynx).""",https://www.cdc.gov/cancer/risk-factors/tobacco.html,"CDC names the plain-language site 'Mouth and throat' (tobacco) / 'Mouth, Throat (pharynx)' (alcohol) without itemizing subsites; SEER site recode splits Oral Cavity and Pharynx into 10 leaf codes with no single combined code. All 10 are listed as constituents, each 'broader' than what the citation names on its own."
tobacco_associated,Tobacco-associated cancer,20100,broader,"CDC, ""Tobacco and Cancer"" (cdc.gov/cancer/risk-factors/tobacco.html, updated 2025-06-11, checked 2026-09-19): ""Tobacco use can cause cancer almost anywhere in your body, including in the: Bladder, Blood (acute myeloid leukemia), Cervix, Colon and rectum, Esophagus, Kidney and renal pelvis, Liver, Lungs, bronchi, and trachea, Mouth and throat, Pancreas, Stomach, Voice box (larynx).""",https://www.cdc.gov/cancer/risk-factors/tobacco.html,"CDC names the plain-language site 'Mouth and throat' (tobacco) / 'Mouth, Throat (pharynx)' (alcohol) without itemizing subsites; SEER site recode splits Oral Cavity and Pharynx into 10 leaf codes with no single combined code. All 10 are listed as constituents, each 'broader' than what the citation names on its own."
hpv_associated,HPV-associated cancer,27010,exact,"CDC, ""Basic Information about HPV and Cancer"" (cdc.gov/cancer/hpv/basic-information.html, reviewed 2024-09-17, checked 2026-09-19): ""13 HPV types can cause cervical cancer, and at least one of these types can cause cancers of the vulva, vagina, penis, anus, and certain head and neck cancers (specifically, the oropharynx, which includes the back of the throat, base of the tongue and tonsils).""",https://www.cdc.gov/cancer/hpv/basic-information.html,
hpv_associated,HPV-associated cancer,27060,exact,"CDC, ""Basic Information about HPV and Cancer"" (cdc.gov/cancer/hpv/basic-information.html, reviewed 2024-09-17, checked 2026-09-19): ""13 HPV types can cause cervical cancer, and at least one of these types can cause cancers of the vulva, vagina, penis, anus, and certain head and neck cancers (specifically, the oropharynx, which includes the back of the throat, base of the tongue and tonsils).""",https://www.cdc.gov/cancer/hpv/basic-information.html,
hpv_associated,HPV-associated cancer,27050,exact,"CDC, ""Basic Information about HPV and Cancer"" (cdc.gov/cancer/hpv/basic-information.html, reviewed 2024-09-17, checked 2026-09-19): ""13 HPV types can cause cervical cancer, and at least one of these types can cause cancers of the vulva, vagina, penis, anus, and certain head and neck cancers (specifically, the oropharynx, which includes the back of the throat, base of the tongue and tonsils).""",https://www.cdc.gov/cancer/hpv/basic-information.html,
hpv_associated,HPV-associated cancer,28030,exact,"CDC, ""Basic Information about HPV and Cancer"" (cdc.gov/cancer/hpv/basic-information.html, reviewed 2024-09-17, checked 2026-09-19): ""13 HPV types can cause cervical cancer, and at least one of these types can cause cancers of the vulva, vagina, penis, anus, and certain head and neck cancers (specifically, the oropharynx, which includes the back of the throat, base of the tongue and tonsils).""",https://www.cdc.gov/cancer/hpv/basic-information.html,
hpv_associated,HPV-associated cancer,21060,exact,"CDC, ""Basic Information about HPV and Cancer"" (cdc.gov/cancer/hpv/basic-information.html, reviewed 2024-09-17, checked 2026-09-19): ""13 HPV types can cause cervical cancer, and at least one of these types can cause cancers of the vulva, vagina, penis, anus, and certain head and neck cancers (specifically, the oropharynx, which includes the back of the throat, base of the tongue and tonsils).""",https://www.cdc.gov/cancer/hpv/basic-information.html,
hpv_associated,HPV-associated cancer,20080,broader,"CDC, ""Basic Information about HPV and Cancer"" (cdc.gov/cancer/hpv/basic-information.html, reviewed 2024-09-17, checked 2026-09-19): ""13 HPV types can cause cervical cancer, and at least one of these types can cause cancers of the vulva, vagina, penis, anus, and certain head and neck cancers (specifically, the oropharynx, which includes the back of the throat, base of the tongue and tonsils).""",https://www.cdc.gov/cancer/hpv/basic-information.html,"CDC's 'oropharynx' is defined to include 'the back of the throat, base of the tongue and tonsils' -- SEER splits this across separate leaves (Oropharynx 20080, Tonsil 20070; base of tongue falls under Tongue 20020, which is NOT included here since SEER's Tongue code covers the whole tongue, not just its base, and including it would overstate the match). Both included codes are narrower than CDC's full definition, so marked 'broader' per #90's convention for a mismatch between a citation's granularity and SEER's site recode -- see also #90's own docstring."
hpv_associated,HPV-associated cancer,20070,broader,"CDC, ""Basic Information about HPV and Cancer"" (cdc.gov/cancer/hpv/basic-information.html, reviewed 2024-09-17, checked 2026-09-19): ""13 HPV types can cause cervical cancer, and at least one of these types can cause cancers of the vulva, vagina, penis, anus, and certain head and neck cancers (specifically, the oropharynx, which includes the back of the throat, base of the tongue and tonsils).""",https://www.cdc.gov/cancer/hpv/basic-information.html,"CDC's 'oropharynx' is defined to include 'the back of the throat, base of the tongue and tonsils' -- SEER splits this across separate leaves (Oropharynx 20080, Tonsil 20070; base of tongue falls under Tongue 20020, which is NOT included here since SEER's Tongue code covers the whole tongue, not just its base, and including it would overstate the match). Both included codes are narrower than CDC's full definition, so marked 'broader' per #90's convention for a mismatch between a citation's granularity and SEER's site recode -- see also #90's own docstring."
obesity_associated,Obesity-associated cancer,21010,broader,"CDC, ""Obesity and Cancer"" (cdc.gov/cancer/risk-factors/obesity.html, reviewed 2025-01-14, checked 2026-09-19): ""Adenocarcinoma of the esophagus. Breast (in women who have gone through menopause). Colon and rectum. Uterus. Gallbladder. Upper stomach. Kidneys. Liver. Ovaries. Pancreas. Thyroid. Meningioma (a type of brain cancer). Multiple myeloma."" Matches IARC's 2016 Handbooks Working Group sufficient-evidence list (Lauby-Secretan et al., NEJM 2016) -- no CDC/IARC disagreement on this list.",https://www.cdc.gov/cancer/risk-factors/obesity.html,CDC/IARC's claim is specifically adenocarcinoma of the esophagus; SEER's Esophagus code (21010) is not split by histology and also covers squamous cell and other esophageal cancers CDC does not name here.
obesity_associated,Obesity-associated cancer,26000,broader,"CDC, ""Obesity and Cancer"" (cdc.gov/cancer/risk-factors/obesity.html, reviewed 2025-01-14, checked 2026-09-19): ""Adenocarcinoma of the esophagus. Breast (in women who have gone through menopause). Colon and rectum. Uterus. Gallbladder. Upper stomach. Kidneys. Liver. Ovaries. Pancreas. Thyroid. Meningioma (a type of brain cancer). Multiple myeloma."" Matches IARC's 2016 Handbooks Working Group sufficient-evidence list (Lauby-Secretan et al., NEJM 2016) -- no CDC/IARC disagreement on this list.",https://www.cdc.gov/cancer/risk-factors/obesity.html,CDC restricts this to breast cancer 'in women who have gone through menopause'; SEER's Breast code (26000) is not split by sex or menopausal status.
obesity_associated,Obesity-associated cancer,21041,exact,"CDC, ""Obesity and Cancer"" (cdc.gov/cancer/risk-factors/obesity.html, reviewed 2025-01-14, checked 2026-09-19): ""Adenocarcinoma of the esophagus. Breast (in women who have gone through menopause). Colon and rectum. Uterus. Gallbladder. Upper stomach. Kidneys. Liver. Ovaries. Pancreas. Thyroid. Meningioma (a type of brain cancer). Multiple myeloma."" Matches IARC's 2016 Handbooks Working Group sufficient-evidence list (Lauby-Secretan et al., NEJM 2016) -- no CDC/IARC disagreement on this list.",https://www.cdc.gov/cancer/risk-factors/obesity.html,SCP combined category; SEER site recode 21041-21049+21051-21052 (excludes anus 21060) -- same constituent split as #90's cancer_site_ontology.csv.
obesity_associated,Obesity-associated cancer,21042,exact,"CDC, ""Obesity and Cancer"" (cdc.gov/cancer/risk-factors/obesity.html, reviewed 2025-01-14, checked 2026-09-19): ""Adenocarcinoma of the esophagus. Breast (in women who have gone through menopause). Colon and rectum. Uterus. Gallbladder. Upper stomach. Kidneys. Liver. Ovaries. Pancreas. Thyroid. Meningioma (a type of brain cancer). Multiple myeloma."" Matches IARC's 2016 Handbooks Working Group sufficient-evidence list (Lauby-Secretan et al., NEJM 2016) -- no CDC/IARC disagreement on this list.",https://www.cdc.gov/cancer/risk-factors/obesity.html,SCP combined category; SEER site recode 21041-21049+21051-21052 (excludes anus 21060) -- same constituent split as #90's cancer_site_ontology.csv.
obesity_associated,Obesity-associated cancer,21043,exact,"CDC, ""Obesity and Cancer"" (cdc.gov/cancer/risk-factors/obesity.html, reviewed 2025-01-14, checked 2026-09-19): ""Adenocarcinoma of the esophagus. Breast (in women who have gone through menopause). Colon and rectum. Uterus. Gallbladder. Upper stomach. Kidneys. Liver. Ovaries. Pancreas. Thyroid. Meningioma (a type of brain cancer). Multiple myeloma."" Matches IARC's 2016 Handbooks Working Group sufficient-evidence list (Lauby-Secretan et al., NEJM 2016) -- no CDC/IARC disagreement on this list.",https://www.cdc.gov/cancer/risk-factors/obesity.html,SCP combined category; SEER site recode 21041-21049+21051-21052 (excludes anus 21060) -- same constituent split as #90's cancer_site_ontology.csv.
obesity_associated,Obesity-associated cancer,21044,exact,"CDC, ""Obesity and Cancer"" (cdc.gov/cancer/risk-factors/obesity.html, reviewed 2025-01-14, checked 2026-09-19): ""Adenocarcinoma of the esophagus. Breast (in women who have gone through menopause). Colon and rectum. Uterus. Gallbladder. Upper stomach. Kidneys. Liver. Ovaries. Pancreas. Thyroid. Meningioma (a type of brain cancer). Multiple myeloma."" Matches IARC's 2016 Handbooks Working Group sufficient-evidence list (Lauby-Secretan et al., NEJM 2016) -- no CDC/IARC disagreement on this list.",https://www.cdc.gov/cancer/risk-factors/obesity.html,SCP combined category; SEER site recode 21041-21049+21051-21052 (excludes anus 21060) -- same constituent split as #90's cancer_site_ontology.csv.
